ORDER_ID,DATE,DAY_NAME,Order_status,SALES
6383882,"October 1, 2023",Sun,Canceled,74.5
6389060,"October 1, 2023",Sun,Delivered,57.5
6384775,"October 1, 2023",Sun,Delivered,776.75
6385246,"October 1, 2023",Sun,Delivered,352.25
6390963,"October 1, 2023",Sun,Delivered,457
6389085,"October 1, 2023",Sun,Delivered,57.5
6387874,"October 1, 2023",Sun,Delivered,226.5
6390285,"October 1, 2023",Sun,Delivered,326.5
6388973,"October 1, 2023",Sun,Delivered,745
6387307,"October 1, 2023",Sun,Delivered,677
6384185,"October 1, 2023",Sun,Delivered,403.75
6385288,"October 1, 2023",Sun,Delivered,457
6386321,"October 1, 2023",Sun,Delivered,175
6385541,"October 1, 2023",Sun,Delivered,211
6386361,"October 1, 2023",Sun,Delivered,781.5
6389746,"October 1, 2023",Sun,Delivered,367
6383426,"October 1, 2023",Sun,Delivered,423.5
6389574,"October 1, 2023",Sun,Delivered,57.5
6386811,"October 1, 2023",Sun,Delivered,386
6384685,"October 1, 2023",Sun,Delivered,384
6389902,"October 1, 2023",Sun,Delivered,171
6386631,"October 1, 2023",Sun,Delivered,31.75
6389320,"October 1, 2023",Sun,Delivered,495
6387227,"October 1, 2023",Sun,Delivered,"1,028.25"
6384227,"October 1, 2023",Sun,Delivered,202.5
6386621,"October 1, 2023",Sun,Delivered,232.75
6389304,"October 1, 2023",Sun,Delivered,563
6390590,"October 1, 2023",Sun,Delivered,906
6390496,"October 1, 2023",Sun,Delivered,"1,241.75"
6385331,"October 1, 2023",Sun,Delivered,170
6386700,"October 1, 2023",Sun,Delivered,422
6388235,"October 1, 2023",Sun,Delivered,405
6385036,"October 1, 2023",Sun,Delivered,226.5
6384046,"October 1, 2023",Sun,Canceled,211.75
6390183,"October 1, 2023",Sun,Delivered,74.5
6386773,"October 1, 2023",Sun,Delivered,202.5
6388985,"October 1, 2023",Sun,Delivered,655.5
6388248,"October 1, 2023",Sun,Canceled,983.75
6387665,"October 1, 2023",Sun,Delivered,211
6389271,"October 1, 2023",Sun,Delivered,384.75
6389637,"October 1, 2023",Sun,Delivered,447
6386134,"October 1, 2023",Sun,Delivered,57.5
6387212,"October 1, 2023",Sun,Delivered,342.75
6388106,"October 1, 2023",Sun,Delivered,690
6385666,"October 1, 2023",Sun,Delivered,228.5
6390777,"October 1, 2023",Sun,Delivered,348.5
6383858,"October 1, 2023",Sun,Delivered,298
6385727,"October 1, 2023",Sun,Delivered,135
6386802,"October 1, 2023",Sun,Delivered,211
6386058,"October 1, 2023",Sun,Delivered,118.25
6389729,"October 1, 2023",Sun,Delivered,226.5
6385237,"October 1, 2023",Sun,Delivered,211.5
6387586,"October 1, 2023",Sun,Delivered,227
6387343,"October 1, 2023",Sun,Delivered,401.75
6386552,"October 1, 2023",Sun,Delivered,228.5
6383557,"October 1, 2023",Sun,Delivered,268.75
6388066,"October 1, 2023",Sun,Delivered,"1,055"
6384022,"October 1, 2023",Sun,Canceled,401.75
6385520,"October 1, 2023",Sun,Canceled,113.25
6383400,"October 1, 2023",Sun,Delivered,167
6389120,"October 1, 2023",Sun,Delivered,238
6383688,"October 1, 2023",Sun,Delivered,"2,547"
6387053,"October 1, 2023",Sun,Delivered,114.25
6389346,"October 1, 2023",Sun,Delivered,401.75
6388466,"October 1, 2023",Sun,Delivered,114.25
6383912,"October 1, 2023",Sun,Delivered,688
